id,drugName,condition,review,rating,date,usefulCount
18789,Rosula,Rosacea,"""I used the brand name ROSULA yellow cream, which came in a tube, before they stopped making it.  When used it in the morning along with Duac at night, it helped my Rosacea and skin in general.  I went to another brand (only one active ingredient) when I could no longer get Rosula cream--it&#039;s a watery clear liquid; not as effective and drips everywhere.""",10,14-Mar-12,12
145619,Qsymia,Obesity,"""I began taking this medication in September 2014. I used it for 6 months and lost 50 pounds. I had a few side effects such as constipation and loss of sleep, but both were very manageable. This medication reduced my appetite so much that at times I had to force myself to eat just to make sure I was taking in at least 1000 calories a day as directed by my doctor. I went off the medication and gained about 10 pounds back, so now I am restarting the medicine after being off a while. It&#039;s no miracle drug, but it is a great tool.""",8,14-Jan-16,19
163923,Methyldopa,High Blood Pressure,"""I&#039;m sure this medicine has its place in the internist&#039;s arsenal BUT UNDER NO CONDITION SHOULD THIS DRUG EVER be prescribed for the elderly. A Board Certified Internist prescribed this medicine (although there are over 100 other alternatives) for my 75-year old mother. Luckily, she is totally competent &amp; in VERY good health. BUT the smallest dose of this medicine did exactly what the manufacturer WARNS ABOUT - dizziness, sleepiness, etc. She wound up falling and the ER doctors who treated her said that if (BY PURE LUCK) I hadn&#039;t been walking directly behind her and was strong enough to catch her she would have broken hr femur or hip.  This was reported to our State Medical Board and the MD was fully investigated. Within 60 days the license was revoked.""",3,01-Sep-09,24
188502,ParaGard,Birth Control,"""I am 29 years old with no children, I have not been on any type of birth control for the past 3 years. My boyfriend wanted me to get on some sort of birth control.  I choose the ParaGard for that fact that it has no hormones and it last for 10 years. I just had it put in 3 days ago. It was hands down the worse pain I have ever felt in my life.  She had to clamp my uterus with a pair of forceps to keep it from moving away from her. The procedure took about 5- 10 minutes total.  After it was finished I sat up and immediately felt dizzy and lightheaded. I had to lay down for 10 minutes.  I then drove home and played in agony for about 3 hours.  After that it was bearable pain and cramping.""",5,09-Jul-16,4
118413,Fetzima,Depression,"""Ignore all the negative reviews because this drug might work for you. I&#039;ve had depression for decades and have tried 18 different drugs over the years.  Only 3 meds have worked for me, and Fetzima is one of them. This drug saved my life.  The side effects slowly went away over a 6 week time period.  Yes, it is energizing at first and you may need to take an extra amount of benzo to calm you down, but the side effects eventually go away for some of us, although it seems like they never will for weeks.  Give it time to work!""",10,09-May-16,75
122708,Linaclotide,"Constipation, Chronic","""My GI doc finally gave me some samples of Linzess (290). I have taken it the past two evenings with food at her direction. While I have gotten some relief from my IBS-C, it&#039;s been uncomfortable to say the least. I take the med around 7:00 when I finish dinner, and by 10:30 I&#039;m starting all-night, multiple trips to the bathroom. Explosive, watery diarrhea, loud and almost constant gurgling in my stomach, and my bottom is so raw that I can barely sit down. I still don&#039;t feel totally cleaned out. I can&#039;t keep up this pattern - getting less than 3 hours of sleep a night (I have a stressful job and can&#039;t afford to be this tired!), and I don&#039;t dare take it in the mornings because I wouldn&#039;t be able to work at all!""",6,26-Jun-15,19
130482,Levonorgestrel,Birth Control,"""Hello everyone! I just want to share some experience with the use of Mirena. I have had it for almost 6 months. I was recommended by my healthcare provider of this option since it is safe and suit with my situation. I am 27 years old now and have no kids. In the process of putting it in, it was very painful since I have never had kids, so my cervix is not as wide as ones who did. I had bad cramps for about a week and period for almost a month. Since then, I have some spotting as well as cramps. The cramp is not as bad as I used to have when I was on period. I don&#039;t think I have other side effects such as acne or weight gain. I recommend it to you. To me, it is more of psychological fix! Worry free!""",8,29-Nov-12,9
3379,Nitrofurantoin,Bladder Infection,"""I took this for my UTI it has worked on me but NITROFURANTOIN makes me pee a lot it also made me dizzy for the first couple of day but got through it.""",8,13-Feb-16,5
188937,Arimidex,Breast Cance,"""Recurrence of HER2  cancer.  Hip and hand problems. Horrible insomnia and memory issued. But does help hold the cancer back.""",9,30-Sep-14,101
225533,Bupropion,Depression,"""I&#039;ve been taking bupropion 75mg twice a day for the past 6 weeks and I feel like I&#039;m finally back to the real me. I&#039;m 18 and have been dealing with depression, but this medication helped me tremendously. I was originally on Paxil, but due to sexual side effects, I switched to this and it restored my sex drive. I also have a little bit of anxiety, but this medication cleared that up as well. The first week was hard. I experienced heart palpitations, very anxious, ridiculous energy, and I was easily agitated. After the first week, those side effects slowly diminished and now I don&#039;t have them at all. That is the only reason I didn&#039;t give this medicine a 10. It saved my life. I HIGHLY recommend this to any who doesn&#039;t want sexual side effects.""",9,05-Jan-14,124
92623,Ondansetron,Nausea/Vomiting,"""I suffer from both severe emetophobia (fear of vomiting) AND a panic disorder which causes nausea and gastric upset. I spent many years trapped in a horrible cycle of panicking any time I felt the slightest twinge of nausea, which in turn, induced intense stomach upset, sometimes to the point of heaving. I&#039;ve tried other anti-nausea medication in the past (Phenergran, Compazine), with so-so results, and the annoying side effect of extreme drowsiness. Zofran has been a real lifesaver for me. Within minutes of taking a pill, my nausea subsides. The only side effect I&#039;ve experienced has been constipation, but I&#039;ll take that over vomiting any day! 

""",9,15-Sep-11,69
196510,Eszopiclone,Insomnia,"""This drug worked wonders for me! I had terrible insomnia, and was averaging only a few hours of sleep a night. I started taking 2mg of Lunesta a year ago. It helped me with anxiety and allowed me to get 8 hours of sleep a night.

I have always been afraid of forming a dependency on sleep aids, so after one year of using Lunesta I weaned myself off, just to put my mind to ease. It was very easy to do! I cut my pill in half for a few weeks, then stopped taking it. No withdrawal symptoms. I then decided to keep taking 1 mg but its comforting for me to know that I&#039;m not dependent on it.

Taking this drug was the best decision I ever made. If 
I swallow it immediately with water, I don&#039;t get a bad taste.""",10,08-Jul-10,30
10803,Mononessa,Birth Control,"""So I have been taking it for almost a year now, I am thinking on switching. I have gained 20 pounds over the time I have taken it. Can&#039;t lose the weight either! My cravings are really bad, which also does not help the weight loss. I get super moody at times and I&#039;m always tired. The first few months taking it, my sex drive plummeted. I didn&#039;t want my man to touch me, look at me, I was so moody. My acne before and after my period is horrendous. The only good thing about this medication is my period is lighter. I received this medication from a Planned Parenthood clinic, I will definitely be going to a GYN next month to change this.""",4,22-May-15,6
29834,Topiramate,Seizure Prevention,"""I have to take a very low dose or suffer from stomach problems and diarrhea. If I miss just one day can allow mild seizures to come through. Otherwise it works well.""",7,19-Feb-09,29
107380,Implanon,Birth Control,"""This is amazing! The procedure doesn&#039;t hurt but a little burn sensation, which isn&#039;t anything to stress over. I have not gotten any headaches from Implanon as compared to the pill. So far I think it is great.""",9,21-Oct-11,0
148200,Norethindrone,Abnormal Uterine Bleeding,"""I have used other birth control in the past that has regulated my periods like clockwork after one month of use.  I have been diagnosed with high blood pressure and was told this was one of the only pills that did not have a side effect of higher BP.  I gave it 4 consistent months and after I have experienced epic bleeding, to the point it was like having 2 periods back to back, I decided it wasn&#039;t for me.""",3,24-Jan-14,32
397,Medroxyprogesterone,Abnormal Uterine Bleeding,"""Took the shot 6-2014 and was bleeding 2 weeks straight every other week. Then August 2014 i started bleeding again and i have yet to stop. It is now a year today when i first took my shot. I now have another dr and she says after i do a pelvic ultrasound and blood work, she will put me on the pill if everything looks normal. The pill will regulate my cycle after about a month taking it. I really hope it works.""",1,30-Jun-15,4
117061,Synvisc-One,Osteoarthritis,"""This injection is only effective if you have mild arthritis. If you have almost no cartilage left it is useless. I wish I had known this before I tried this injection. I have moderate-severe arthritis and got a week or 2 of relief.""",1,02-Mar-17,20
42798,Xulane,Birth Control,"""I&#039;ve been on Ortha Evra &amp; Xulane for going on 6 years now. They switched to the off-brand a few years ago and I never noticed a difference. I haven&#039;t had any complications or bad side effects from it. The only thing I&#039;ve noticed is if I quit taking it, my period quits coming. I just recently tried to stop in January, my period came that month. Skipped February completely, and passed my period date for this month. So I got back on it to hopefully regulate it out again. Not sure what to do if I wanna stop taking it and try to get pregnant again tho.""",9,14-Mar-17,6
161682,Remeron,Major Depressive Disorde,"""Just started taking this med again. I&#039;ve been on more than I can count over the years. The only downfall I&#039;ve had is the daytime foggy feeling which I&#039;m hoping will subside over time. I&#039;ve only been taking this less than a week and my depression symptoms have greatly improved as well as I sleep well every night. Appetite has gone up for me as well but not a concern for me at this point. Very happy overall. I will post again in a few weeks to give another update""",8,18-Nov-15,49
170366,Quetiapine,Borderline Personality Disorde,"""Started on 50mg Quetiapine today. Knocked me out for 4 hours but once I came round again there was almost instant relief from obsessive thoughts, paranoid ideation, anxiety and the world seemed much slower. Much easier to handle. Kinda feel like there must be some kind of catch to this deal?

Scared of weight gain but I&#039;ll monitor it and let ya&#039;ll know how that goes. So far I&#039;m loving it.""",10,22-Feb-16,36
126043,Viibryd,Depression,"""Very literally saved my life. My team of doctors, of course, made the rest of the difference.""",10,19-Aug-13,80
212590,Pamelor,Migraine Prevention,"""I took this medicine for migraine and nerve pain. I had to stop taking because it caused very bad cotton mouth and constipation.""",6,28-Jan-13,57
7744,Xanax,Depression,"""The first time I took Xanax was when I was having dental work and it was prescribed for the acute anxiety I feel with dentists. This past year my regular doctor suggested I might like to take it from time to time because of depression and anxiety. It helps tremendously. I usually break the .25 mg pill in half and just take half of one. I do not use it every day, but when I need it, it&#039;s wonderful and gets me to the next day.""",10,03-Nov-13,193
73784,Ethinyl estradiol / norethindrone,Birth Control,"""I&#039;ve been on Generess Fe for roughly 5 months and I&#039;m still experiencing bad nausea. I have also noticed weight gain (probably around 10-15 lbs within the first couple of weeks), my breasts are constantly tender and I&#039;m depressed and tired much of the time. I have an appointment to switch my birth control.""",2,18-Jul-12,25
227574,Etonogestrel,Birth Control,"""I have mood swings and had 8 months non-stop spotting with  loss of sex drive all together.""",2,19-Aug-12,1
20802,Orphenadrine,Muscle Spasm,"""I have severe osteoarthritis of hip-knee-spine. This medicine has minimized the spasm I get in my right hip and the spasm and nerve pain from sciatic nerve compression in the right leg. Helps with &#039;restless leg&#039; also.""",7,"April 1, 2012",32
12695,Etanercept,Rheumatoid Arthritis,"""My husband has RA.    His doctor sent him to the Indiana Heart Clinic to ensure he had no heart issues before they put him on it.   In November 2012 Dr Daly released Tony saying he had NO heart issues so he started Emprel.     In January 2013 Tony had a sizable aneurism on his aorta so he underwent heart surgery.    In April due to infections he had a 14 Hour surgery to redo all he had done in January.    He died on Mothers Day may 12, 2013 of infection.     I&#039;m saying that he had a good heart yet two month s after taking Emprel he doesn&#039;t.     What are the odds?    I would not recommend it.   Just in case.""",3,31-May-15,35
54827,Bupropion / naltrexone,Weight Loss,"""Well just have start by saying so far so good.  I have read other comments and was scared to start this but it is day 2 and I feel great.  I had no side effects, since I told my doctor that I binge eat at night she advised to take the pill around 5 PM.  7:00 o clock came around and I had no desire to look for a snack or have a cup of coffee.  I started to pack my kids lunches and didn&#039;t touch a snack which was something I always did.  I had Gastric Bypass in 2003 starting weight was 305 got down to 165 at my lowest, which was great since I&#039;m 5&#039;6 and at my lowest I wore a size 6.  I saw the doctor because I started gaining weight and presently are up to 216 lbs.  I refuse to gain it all back.  I will get write again in a week.  Good Luck""",9,16-Feb-17,30
230865,Milnacipran,ibromyalgia,"""Very effective for fibromyalgia pain. Does not help with fatigue.""",9,07-Sep-15,38
30138,Klonopin,Bipolar Disorde,"""Great.""",10,27-Sep-13,23
151470,Chantix,Smoking Cessation,"""I smoked for forty years the last 10 ,2 1/2 packs a day, started chantix feb 1st 2015 , kept smoking will I took it, within a month I was down to two cigs a day and quit March 3rd I had my last cigarette, have not had one for 13 months , had no side effects at all. Was very easy, have a grandson that is 8 and he got me to quit. Would recommend to all tried everything patch, hypnosis, this is the only thing that worked feel good , and saving 6,000 dollars a year. Thank you chantix.""",10,"April 5, 2016",34
43861,Acetaminophen / codeine,Osteoarthritis,"""I was in great pain. This drug helped me immensely.""",10,29-Mar-17,5
199520,Penicillin v potassium,Rat-bite Feve,"""this med. works great!!!!""",9,31-Mar-08,5
200490,Varenicline,Smoking Cessation,"""I was on it a total of 4 weeks-actually 3 1/2. The first week went well- no issues or concerns. By the 2nd week I started noticing my dreams and frequency of them. I was able to give up a lot of my smoking. Didn&#039;t really feel like I wanted to smoke either. By the 3rd week. I was going through a bad rash, hellish nightmares, violent nightmares, somewhat suicidal dreams, stomach flu like symptoms, nasty irritability,  I was in full blown &quot;side effects hell&quot; I called my Dr and asked what to do- she immediately pulled me off of them. I still personally feel that the way it affects your brain and the known side effects that people on it should consult with a Psycologist during the process.""",1,"April 11, 2012",12
55376,Bupropion / naltrexone,Obesity,"""I have been taking Contrave for three weeks and two days now, and as of this morning lost 17 pounds! I am also on a low to no carb diet, only what sugars are in fruits and veggies. I haven&#039;t walked as often as I need to, but plan to do that more. I had a little nausea at first, probably from the meds and from eating no carbs. I am so thrilled! I have 70 more pounds to go, but I am determined to do this. I am hypothyroid for last 15  years, so was skeptical that anything would help me. This has been great for me!!! Good luck to all! I received a coupon from my doctor and had to go online to register. This coupon saved me $230. I paid $70. The pharmacy originally said it was $300. There was NO WAY I could do that.""",10,05-Nov-15,13
107359,Implanon,Birth Control,"""I LOVE IT. I had Implanon implanted early September 2011 and had a little bit of spotting for the first 3 weeks and that was it. As for the procedure, I HATE NEEDLES. I had the doctor distract me for the whole process and I still fainted (haha oops) the procedure wasn&#039;t as bad as I may have made. It just seems with my fainting (I&#039;m just a wuss),  it was fast and basically painless. My periods have completely stopped. I love not worrying about having to take a pill every day. Overall I am very happy with Implanon! 
""",10,08-Nov-11,0
113326,Bisacodyl,Constipation,"""I&#039;m 13 and last night I took this tablet at about 9:30pm in the night I experienced horrible cramps and the next day I was on the toilet with diarrhoea! It&#039;s currently 10:20am and I have gone to the loo 3 times ! To be honest I don&#039;t recommend for under 12s.""",5,08-Aug-15,5
216650,Advair Diskus,"COPD, Maintenance","""The very next day after starting Advair my life improved dramatically.  I am not kidding....this stuff really works.  I now do 40 min of yoga and a full mile of accelarated aerobic walking (20 min) 5 days a week. After that I immediately grab my oximeter....it is almost always at 97 or 98.  My dr. says am in severe stage and functioning and a level 1.  I don&#039;t even use my nebulizer and Aluteral  anymore.  I am 71 yrs old and am being fully honest.""",9,15-Dec-16,9
156004,Cialis,Erectile Dysfunction,"""Unfortunately started having erection issues at the age of 32.  I&#039;ve been taking Cialis 20mg for the last 3 years and it has given me rock hard erections 80% of the time.  It&#039;s been a sex life saver for me.""",8,"April 6, 2016",38
25718,Ethinyl estradiol / norelgestromin,Birth Control,"""I&#039;m 17 &amp; I&#039;ve been on the patch for 4 months now. Before this I had been on the pill for a few years but it started to become inconvenient. The patch is VERY convenient for me. I&#039;ve tried quite a few birth controls for my heavy and painful periods but nothing has ever worked. The patch hasn&#039;t made too much of a difference in that area but my skin is clear &amp; I&#039;m definitely protected from pregnancy.  The first two months my period was really bad but it got better. I&#039;m happy with the patch and I recommend it.  One downside is the color of it though. I&#039;m African American so my skin is brown and the patch is kind of pink like a Bandaid. No big deal though.""",8,24-Feb-14,29
229124,Tadalafil,Not Listed / Othe,"""Good.""",10,23-Nov-11,0
179369,Olanzapine,Bipolar Disorde,"""10mg Zyprexa gave me insomnia due to restless legs. It had minimal impact on my symptoms. I gained 30lb in a matter of weeks.""",1,11-Mar-13,30
228992,Tadalafil,Erectile Dysfunction,"""I exercise every other day - intense 20 min. workout  w/dumbells including squats - and take 5mg Cialis within a 1 1/2 day timeframe of possibly having intercourse with my wife, which may be once or twice a week, and after 6 months of this routine I&#039;m confident in my ability to make love again.  Without this combination I&#039;m a lousy lover and only end up frustrating her because she thinks I&#039;m uninterested or she&#039;s not pretty enough.""",10,25-Jul-15,44
30262,Klonopin,Seizure Prevention,"""Good""",10,07-Aug-12,15
56334,Humira,Rheumatoid Arthritis,"""On Humira approx 4-5 yrs now.  I understand the risk of your immune system being compromised however the relief I receive outweighs in my mind that risk.  I am overall a healthy and active individual.  I&#039;m 56.  I take Methotrexate in combination with the Humira.  Early January 2015 I had a knee replacement.  Successful surgery.  I needed to be off the Humira for more than 2 months due to that.  during that time I had major flareups.  I&#039;ve been injecting again with the humira pen ,  3x in 3 weeks...it&#039;s not yet working again....Has anyone experienced this being off of it for a few months and then starting up and the humira being non-effective?  I&#039;d be interested to know.  I&#039;m at the point to ask my Rheum what gives?  Diff treatment options?""",8,31-Mar-15,41
147206,Alprazolam,Anxiety,"""Relaxed and calm""",10,02-Mar-13,61
172392,Clonazepam,Anxiety,"""Helps me live a normal life even tho I have Agoraphobia. This medicine kicks my panic disorder in the butt and keeps in down ALL DAY! Unlike Xanax that wears off in 4 hours and leaves you shaking. Also helps me through these uncomfortable Xanax withdrawals. I do feel like I need a stronger dose. I&#039;m 145lbs and physically fit, I take .5mg and I don&#039;t feel high or drunk, just normally calm. I haven&#039;t tried doing anything outstanding on this drug yet. Maybe with more CBT I&#039;ll make more strides on this drug.""",8,04-Nov-16,16
53941,Minoxidil,Alopecia,"""This product works very well. I&#039;ve been using it for the past 3 years and it has been a life saver. It&#039;s restored most of the thickness I had before I began losing my hair. I think most people on here complaining that it doesn&#039;t work either aren&#039;t following the instructions on how to use it properly, or they waited until it was too late ( being completely bald) to start using it. Keep in mind too that this product takes a few months to begin working. My only complaint is it causes dandruff and itchy scalp.""",9,22-Mar-17,18
156605,Dulaglutide,"Diabetes, Type 2","""Just took my 8th injection of .75 Trulicity today.  It has been amazing.  I always had trouble with my sugars and would get horrible welts from Levemir.  Doctor switched me from Levemir to Tresiba (62 units each morning) and the difference has been amazing.  I have GERD so all I can report is that it definitely has not been worse.  My sugars used to run around 230 to 323 most of the time.  Now they are from about 65 to 130.  If I&#039;m under 80, I don&#039;t take any short-acting, which is Novolog for me.  I&#039;ve lost about 7 pounds and my cravings are a thing of the past.  I am on SSDI and with prior-authorization from my endocrinologist, Medicare has authorized payment.  If it ever doesn&#039;t, Trulicity and I will part ways.""",10,04-Mar-17,18
100563,Desogestrel / ethinyl estradiol,Birth Control,"""I love Apri. A friend recommended Apri and as soon as I picked up my prescription that is when my love affair with Apri began. Prior to taking Apri, I had severe PMS (irregular periods, depression 1 week before and 1 week after my period, horrible cramps, acne) so my doctor suggested a birth control to help regulate my PMS symptoms. After taking Apri, my acne has completely cleared up, no weight gain, 3 day periods with light bleeding, and no depression. I haven&#039;t noticed increased bust size and no change in my sexual desires. I do have increased discharge. But that would be the only bad side effect.""",9,04-Aug-11,5
207508,Suprep Bowel Prep Kit,Bowel Preparation,"""I read these reviews and was very nervous preparing to take this.  I can&#039;t believe what all the fuss is about - I did not mind the taste at all and easily chugged everything I needed to chug with zero disgust or discomfort.  I didn&#039;t even have to chill it or drink it from a straw.  It was totally a piece of cake.  Took at 4:45pm.  Started working 30 minutes after taking.  I had been on pretty much a liquid diet for the 4 days leading up to this -- basic emptying of liquid from bowels - no cramps or gas or pain at all. Stayed near a bathroom to be safe, but never too urgent need to go -- went maybe 6 times in 2 hours.  Slept well.  Doing 2nd dosage now and do not foresee any problems whatsoever.  Again, I did not mind this in the least.""",10,19-Sep-16,26
130195,Levonorgestrel,Birth Control,"""I decided to read the reviews for Mirena after I got it.  Wow am I ever glad I waited!  Reviews that stated spotting for months, and painful intercourse, would have been enough to put me off for sure.

However, I&#039;ve had a fantastic experience with Mirena so far.  Spotted for 1.5 days (not months - DAYS) with only mild cramping.  Intercourse after 3 days, and it was as enjoyable, if not more so than before.

As I understand, it&#039;s better to have had children before using Mirena.  I can see why - insertion would likely have been more painful had I not had 1 child.

High recommendations, but of course, your doctor will know if Mirena is your best choice.  Right down to the tilt of your uterus - there are many factors to take into consideration.""",9,10-Jun-14,48
130146,Levonorgestrel,Emergency Contraception,"""I took Next Choice One Dose 48 hours after unprotected sex. The sex was one day after my period ended. I was dizzy for several days after taking the pill. I had loss of appetite, but I think it was because I was worried about being pregnant. I had spotting 4 days after taking the pill and the spotting was for 3 days. I had cramps the whole time I was spotting. I ended up getting my period a week before it was scheduled to start. My period normally lasts 6 or 7 days, but it was only 4 days after using this pill. It has now been a month since I used the pill and I am not pregnant. I would not want to use emergency contraception again, I think I learned my lesson. If I had a friend in my situation I would definitely recommend it.""",8,19-Aug-14,33
2007,Metformin,"Diabetes, Type 2","""Many subtle side effects that clear over time.  Chance of infection side effect is curious as that is a condition to be religiously avoided with diabetes of any type.  Also since starting Metformin I have red skin on right leg that seems to never go away.  More than a coincidence I think that this appeared right after starting this medication.  I am finding controlling my diet and exercise a much better solution than current drugs but will take for a while longer.""",2,04-Jun-17,7
38334,Phenazopyridine,Dysuria,"""IT works like a charm. I took two pills last night and I was able to sleep without discomfort.  I really recommend.  I bought the Uricalm MAX .""",9,14-Aug-15,15
49123,Ethinyl estradiol / levonorgestrel,Birth Control,"""Although I  loved the fact that this drug allowed me to have fewer periods, however the affect it had extreme mood swings, decrease sex drive, my personailty and my appetite was astronomical.""",4,06-Aug-16,4
229977,Duofilm,Warts,"""My wart was on my forehead was big. When I started to use Duofilm it got sore and blood started to flow like tap water, I was very much afraid but continue to use it and now my wart has gone.""",10,14-Sep-16,0
165941,Levonorgestrel,Emergency Contraception,"""My girlfriend and I were having sex and the condom broke without either of us noticing. Afterwards both of us freaked out, and about 30 minutes later we went to CVS to get the pill. She was on a birth control, but she had just gotten it and she said another medicine she took dulled the effects of the birth control (hence the reason we continued to use a condom). It worked, but my only problem with it was that it made her period a little late so that whole time we were just wondering if it didn&#039;t work. It still worked tho, regardless of some of the comments saying Plan-B was better. In retrospect I would&#039;ve just gotten Plan-B for the extra $10 for the more positive assurance.""",8,26-Feb-17,1
178305,Duloxetine,Pain,"""My MD prescribed Cymbalta for chronic pain caused by disc bulges, in addition to treating my previously diagnosed depression and anxiety.

I took my first dose around noon, and by 2pm had a pounding headache. As the day continued, I began to have tremors and convulsions, blurred vision and was very disoriented. At 10 pm my heart rate and breathing were very rapid and I had mild hallucinations. I rode it out for the rest of the night and after about 3 hours most of the side effects had faded with the exception of the headache. Unfortunately, the worst side effects was yet to come, graphic vivid nightmares. My doctor took me off the medication, after one dose, three days ago. """,1,16-Jan-10,126
165661,Levonorgestrel,Birth Control,"""Effectiveness.. well I was the 1% of the population to get pregnant from the IUD. I ended up in the ER because of moderate to severe abdominal pain, bloating, and bleeding. I had weird symptoms and I didn&#039;t think it was time for my period so I called my gyno and she said I was probably fine but just take a pregnancy test (I was concerned my IUD shifted). The pregnancy test was positive so we knew something was very wrong so ended up in ER with an ectopic pregnancy and a huge ovarian cyst. I had emergency surgery to remove my Fallopian tube. I had the IUD for 5 months and it was not a pleasant experience, I had cramping that was severe even months after I got it put in, to the point I was hurled over. But it may have been the cyst growing.""",1,"April 21, 2017",4
172669,Clonazepam,Anxiety,"""Must be the only person who does not think this is a wonder drug.  Had a nervous breakdown of sorts while already  taking zoloft for anxiety.   Was prescribed clonazepam and didnt touch the sides.  Avanza was added and i felt good for a month. Still take it 2 years later 3mg per day but am not a happy person""",2,13-Jul-15,3
140376,Sprycel,Leukemia,"""Having tried bith Imatinib and Nilotinib, my Haemotologist tried me on Dasatinib - the effect this drug had on me was devastating, after only 3 days my body literally began to shut down, I was so weak I was crawling on my hands and knees just to go to the bathroom. 
After two weeks off it was decided to try a greatly reduced dosage (50mg) every other day but even at that I had little to no quality of life. 

I hope others have had better luck than I did.""",1,15-Oct-17,0
113211,Bisacodyl,Constipation,"""I am 18 years old having constipation from last 5 days. Took 2 tablets at around 10.30pm. I woke up at around 5.30am having pain and went to bathroom, had little hard stools then around 6.30am same little stools. Then at 7am there was sharp pain, when I was moving to bathroom I was going to faint, blackness was there in front of me. I couldn&#039;t stand on my feet. I poop my pants and my head struck the wall of my bathroom. Hearing this noise my mother came and made me sat on the floor and threw some water on my face then my senses came. I think no more trouble should come from this medicine now. I will never take this medicine in my life. This was the worst experience in my life. I advise you not to take this medicine.""",2,29-Jan-16,8
163087,ella,Emergency Contraception,"""Hello strangers. Im here to share my experience of taking emergency contraception, Ellaone. My period cycle has been very irregular last 3 monthes , assumed stresses. Therefore it was very hard to know when exactly my ovulation was. On November 19th, I had unprotected sex with my lover unexpectedly. He had condom initially but it dissappeared.He didnt notice that, so he literally came inside of my vagina. I was panic because of my irregular period cycle, I was not sure about everything. After 17hours of unprotected sexual relationship, I had Ellaone tablet. Regardless how much I worried, my period started today! It was actually starting early then I thought. So dont worry too much! It really works! Release your worries!""",10,28-Nov-16,7
216749,Rosuvastatin,High Cholesterol,"""My LDL is high HDL is low and triglycerides are high. Dr. Recommend me for Crestor 5 mg. initially I couldn&#039;t recognise the leg pain and numbness. I couldn&#039;t sleep for several night while on this medicine for few days. I stopped taking Crestor after reading its reviews and that stopped my leg pain. I am 35 years old and decided to go with fish oil, healthy diet and exercise.""",4,26-May-16,62
30240,Klonopin,Panic Disorde,"""Klonopin was great for helping me manage anxiety and panic attacks. Almost all medicines carry warnings about alcohol consumption, so many people like me and assume that moderate alcohol consumption is okay, and that warnings are just to limit liabilities of the manufacturers if someone drinks and has an incident. WARNING: DO NOT DRINK ALCOHOL IF YOU ARE TAKING THIS MEDICATION.  I did, and had what I now consider to be a near-death experience!&quot;  I found myself in a public restroom stall, and literally UNABLE TO MOVE for what seemed like hours. I remember feeling my heart beating what seemed like once every 4-5 seconds, and I couldn&#039;t even call out for help because I literally could not speak.  I now feel very lucky to have survived.""",9,18-Dec-12,67
227414,Etonogestrel,Birth Control,"""I just had Nexplanon placed 6/4/13. The process was simple enough, the only pain I felt was the numbing process, then just tugging sensations as the Doctor placed the insert. Where my arm was cut has been slow to heal, but it is getting there. My biggest scare was that it would come out, it is still there so far! I haven&#039;t had any adverse side effects, only itching which I assume is my arm healing. I have been on pills since I was 15, so 16 years later I am excited to try a new method that I don&#039;t have to think about everyday. A friend recommended it to me and I would definitely recommend it anyone!""",10,19-Jun-13,11
43103,Sronyx,Abnormal Uterine Bleeding,"""I am in my early 40&#039;s and have been dealing with severely heavy bleeding, fibroids, and endometriosis. I was prescribed sronyx after a myomectomy I went through in order to help control my bleeding. However it hasn&#039;t worked for me. It&#039;s been 7 months since my procedure and although I has lighter bleeding the first couple of months after the procedure, my symptoms have all resurfaced. I am having heavy bleeding once again with cramps, clots, and lasts for about 9 days. Perhaps I need to try another pill?""",3,24-Jun-15,3
82704,Paxil,Anxiety,"""I was suffering from awful situational anxiety and depression, hard time fully functioning, couldn&#039;t eat, sleep, focus, cried every day, was an emotional mess. Dr put me on 20mg Paxil and told me it would take 4-6 weeks to take effect. Within a week I felt so much better. I could eat, sleep, stopped crying altogether, and stopped being constantly overly emotional.

I did sometimes have a difficult time fully accessing emotions, gained too much weight, and am having trouble with motivation so I&#039;m currently on day 4 of weaning myself off, nothing but mild side effects so far. For me Paxil was extremely helpful to get me through a very difficult time and get me back to functioning so I could keep my job and parent my children.""",8,24-Jul-17,25
106348,Implanon,Birth Control,"""I&#039;ve been on this implant for about a year I absolutely hate it I weighed 120 after having my baby I was so small my doctor told me I would only gain about 5 pounds, I am now at 199 I&#039;ve tried losing weight that doesn&#039;t work my acne is out of this world I barely get a period and when I do it last for like a day and a half! This implant is causing my body so many problems I have headaches all the time , My breast hurt , My back hurts , And it&#039;s so difficult trying to lose weight on this it makes me eat unusual I eat all day .. It keeps you baby free and I don&#039;t want to get it removed but it comes with so many side effects that your doctor doesn&#039;t really tell you about!""",10,17-Nov-16,12
126177,Viibryd,Depression,"""Viibryd does a fair job with my depression, which is better described as low frustration tolerance and rage issues.  The side effects I had included horrible nightmares, a very frightening condition known as sleep paralysis and brain zaps, described by many of the users on this site.  I rate it a 2 and am now transitioning to another SSRI""",2,24-May-12,23
190388,Ortho Tri-Cyclen Lo,Birth Control,"""I have been on this for two years now, and am very happy with it. I&#039;m not as stressed and when I&#039;m on my period, it helps with the pains, and the few times I&#039;d stopped taking it, while I was on my period, my boyfriend mentioned that I&#039;d turned into a little devil when I&#039;d stopped taking it. """,10,27-Nov-11,1
